词频排名,单词,阶段,周区间,说明,音标,中文释义,例句
3272,leisure,P3,W21–W30,,ˈlɛʒɚ,n. 闲暇，业余时间；休闲活动；adj. 空闲的，有闲的；业余的；【名】 （Leisure）（英）莱热（人名）,Leisure is often defined in opposition to work.　休闲常被定义为工作的反面。
3273,attractions,P3,W21–W30,释义待核实，不进入核心练习,əˈtrækʃənz,释义待核实，不计入核心练习,
3274,learned,P3,W21–W30,,ˈlɝnd,adj. 博学的；学术性的，学者的；后天的，习得的；v. 学习，学会；得知，获悉；背熟，熟记；认识到，（从……）吸取教训 （learn 的过去式和过去分词）；【名】 （Learned）（美）勒尼德（人名）,He'd never learned to read.　他一直没有学会阅读。
3275,transactions,P3,W21–W30,释义待核实，不进入核心练习,trænˈzækʃənz,释义待核实，不计入核心练习,
3276,notebook,P3,W21–W30,,ˈnoʊtˌbʊk,n. 笔记本；笔记本电脑,Bob whipped out his notebook.　鲍勃猛地拿出他的笔记本。
3277,explorer,P3,W21–W30,,ɪksˈplɔrɚ,n. 探险者，勘探者,Captain Cook was an explorer of the Pacific Ocean.　库克船长是太平洋的探险家。
3278,historic,P3,W21–W30,,hɪˈstɔrɪk,adj. 历史上重要的；过去的，与历史（或过去）有关的；（时态）历史的,'Historic' and 'historical' are easily confusable.　historic和historical容易搅混。
3279,attached,P3,W21–W30,,əˈtætʃt,adj. 非常喜欢……的，热爱……的；为……工作的；隶属于……，附属的；连接的，附加的；v. 系上，贴上；赋予，认为……具有（attach 的过去式和过去分词形式）,We've grown very attached to this house.　我们变得非常喜欢这座房子。
3280,opened,P3,W21–W30,释义待核实，不进入核心练习,ˈoʊpənd,释义待核实，不计入核心练习,
3281,tm,P3,W21–W30,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
3282,husband,P3,W21–W30,,ˈhʌzbənd,丈夫,Her husband works here.　她的丈夫在这里工作。
3283,disabled,P3,W21–W30,,dɪˈseɪbəld,adj. 丧失能力的，有残疾的；（活动、组织、设施）与残疾人有关的；v. 使丧失能力，使伤残；使不能运转（disable 的过去式和过去分词形式）,He was born disabled.　他天生残疾。
3284,authorized,P3,W21–W30,释义待核实，不进入核心练习,ˈɔθɚˌaɪzd,释义待核实，不计入核心练习,
3285,crazy,P3,W21–W30,,ˈkreɪzi,adj. 愚蠢的，古怪的，不理智的；极度烦恼的，疯狂的；精神失常的；狂热的，迷恋的；（角度）极其歪斜的；n. 疯子,We're crazy about each other.　我们为彼此疯狂。
3286,upcoming,P3,W21–W30,,ˈʌpˌkʌmɪŋ,adj. 即将来临的,Do you feel bored with the upcoming summer?　你对即将到来的夏天感到无聊吗？
3287,britain,P3,W21–W30,,ˈbrɪtən,n. 英国，不列颠(包括英格兰、苏格兰及威尔士)；英国，不列颠(包括英格兰、苏格兰及威尔士),Britain won five gold medals.　英国夺取了五块金牌。
3288,concert,P3,W21–W30,,ˈkɑnsɚt,n. 音乐会，演奏会；一致，和谐；（尤指犯罪时的）联合行动；v. 共同议定，协调,When does the concert begin?　音乐会什么时间开始？
3289,retirement,P3,W21–W30,,riˈtaɪɚmənt,n. 退休，退职；退休生活，退休期间；（运动员）停止参赛，退役；（陪审团）退庭表决；退庭表决时间；引退，退隐；<古>退隐处，隐蔽处,She's long past retirement age.　她早已超过了退休年龄。
3290,scores,P3,W21–W30,释义待核实，不进入核心练习,ˈskɔrz,释义待核实，不计入核心练习,
3291,financing,P3,W21–W30,,fəˈnænsɪŋ,n. 融资；财务；筹措资金；v. 筹措资金；财政管理；从事金融活动（finance 的 ing 形式）,The financing of home ownership will continue through the 1990s and beyond.　房屋产权的融资将持续到20世纪90年代及以后。
3292,efficiency,P3,W21–W30,,ɪˈfɪʃənsi,n. 效率，效能；（机器的）功率,She arranged everything with her customary efficiency.　她以她特有的高效率把一切都已安排妥当。
3293,sp,P3,W21–W30,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
3294,comedy,P3,W21–W30,,ˈkɑmədi,n. 喜剧，喜剧片；滑稽的事物，搞笑的东西；滑稽，诙谐,The play is a black comedy.　那是个黑色喜剧。
3295,adopted,P3,W21–W30,释义待核实，不进入核心练习,əˈdɑptɪd,释义待核实，不计入核心练习,
3296,efficient,P3,W21–W30,,ɪˈfɪʃənt,adj. 生效的，效率高的；（人）有能力的，能胜任的,The service at the hotel is efficient and unobtrusive.　那旅馆的服务工作有效率而不夸张。
3297,weblog,P3,W21–W30,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
3298,linear,P3,W21–W30,,ˈlɪniɚ,adj. 直线的，线性的；长度的；连续的，连贯的；（关系）直接的，明显的,Students do not always progress in a linear fashion.　学生不会总是顺着一条直线进步。
3299,commitment,P3,W21–W30,,kəˈmɪtmənt,n. 忠诚，献身；承诺，保证；奉献，投入；热情，决心；义务，责任；花费，使用（资金、时间、人力）；需要定期支付的款项,His commitment has been unquestioned.　他的奉献是无可置疑的。
3300,specialty,P3,W21–W30,,ˈspɛʃəlti,n. 专业，专长；特色食品，特产；特产， 专卖店；（律）盖印的书面合同,Her specialty is taxation law.　她的专长是税法。
3301,bears,P3,W21–W30,释义待核实，不进入核心练习,ˈbɛrz,释义待核实，不计入核心练习,
3302,jean,P3,W21–W30,释义待核实，不进入核心练习,ˈdʒin,释义待核实，不计入核心练习,
3303,hop,P3,W21–W30,,ˈhɑp,v. 单脚跳行；齐足（或双足）跳行；快速移动，快速前往；登上（飞机、火车等）；（尤指搭乘飞机）短途旅行；换来换去；<非正式>速递，快运；用啤酒花调味；n. 单脚跳；（鸟、小动物）双脚跳；短途旅行；忽布，啤酒花；舞会；霍普舞；毒品（尤指鸦片）；【名】（Hop）（美）合（人名）,Rabbits hop in the grass.　兔子在草地里跳。
3304,carrier,P3,W21–W30,,ˈkæriɚ,n. 搬运人，运输工具；航空公司；军车，运输舰；购物袋；（自行车等的）置物架，载重架；带菌者，病毒携带者，病媒；通讯公司；载体；【名】 （Carrier）（英）卡里尔，（法）卡里耶（人名）,They brought baby Michael along in a carrier.　他们把小迈克尔放在婴儿车上一起带来了。
3305,edited,P3,W21–W30,释义待核实，不进入核心练习,ˈɛdətəd,释义待核实，不计入核心练习,
3306,constant,P3,W21–W30,,ˈkɑnstənt,adj. 持续不断的，经常发生的；恒定的，不变的；忠诚的，忠实的；n. 常数，恒量；不变的事物；【名】 （Constant） （德）康斯坦特（人名）,This entrance is in constant use.　此入口经常使用。
3307,visa,P3,W21–W30,,ˈvizə,维萨信用卡；n. 维萨信用卡；abbr. 虚拟仪器软件体系（Virtual Instrument Software Architecture）,They overstayed their visa.　他们居留超过了签证期限。
3308,mouth,P3,W21–W30,,ˈmaʊθ,n. 嘴，口腔；需要供养的人，食客；入口，开口；入海口，河口；讲话方式，言谈；<非正式>饶舌，出言不逊；（受嚼子控制的）马口；（葡萄酒的不同于气味的）口感；v. 不出声地说，用口型默示；言不由衷地说，（自己并不明白却）信口开河；（清晰明确地）说，发……的音；吃，用嘴触碰；训练（马）使之习惯于服从嚼子；comb. 有……嘴的，……口的(-mouthed)；言谈……的，口齿……的(-mouthed),My mouth felt completely dry.　我感到口干舌燥。
3309,jewish,P3,W21–W30,,ˈdʒuɪʃ,adj. 犹太人的；adj. 犹太人的；犹太族的,The Jewish feast of Passover began last night.　犹太人的宗教节日逾越节昨晚开始了。
3310,meter,P3,W21–W30,释义待核实，不进入核心练习,ˈmitɚ,释义待核实，不计入核心练习,
3311,linked,P3,W21–W30,释义待核实，不进入核心练习,ˈlɪŋkt,释义待核实，不计入核心练习,
3312,portland,P3,W21–W30,释义待核实，不进入核心练习,ˈpɔrtlənd,释义待核实，不计入核心练习,
3313,interviews,P3,W21–W30,释义待核实，不进入核心练习,ˈɪntɚvˌjuz,释义待核实，不计入核心练习,
3314,concepts,P3,W21–W30,释义待核实，不进入核心练习,ˈkɑnsɛpts,释义待核实，不计入核心练习,
3315,nh,P3,W21–W30,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
3316,gun,P3,W21–W30,,ˈɡʌn,n. 枪，炮；起跑信号，发令枪声；<美，非正式>雇用杀手，持枪歹徒；喷射器；<英>猎人；v. 加大……的油门，使加速；<美> 猛投，猛掷；【名】 （Gun）（英）冈，（瑞典）贡，（俄、意）古恩（人名）,"Look out, he's got a gun!　小心，他有枪！"
3317,reflect,P3,W21–W30,,rɪˈflɛkt,v. 反射（光、热或声音）；反映，照出（影像）；显示，表明；深思，反省；深思后认为，深思后说；引起（某种）看法，带来影响,We should all give ourselves time to reflect.　我们都应该给自己时间来深思。
3318,pure,P3,W21–W30,,ˈpjʊr,adj. 纯的，不掺杂质的；血统纯的，纯种的；纯真的，贞洁的；干净的，不含有害物质的；无杂色的，清晰而优美的；完全的，纯粹的；（科学或研究）纯理论的，抽象的；（元音）单音的，纯音的；【名】 （Pure）（俄）普雷（人名）,The story is pure moonshine.　这个故事纯属瞎编。
3319,deliver,P3,W21–W30,,dɪˈlɪvɚ,v. 投递，运送；履行，兑现；交付，移交；发表，宣布；接生，分娩；解救，拯救；投掷，击打；（法官或法庭）宣布（判决）；拉（选票）；发行，发布（计算机程序）；处理,We deliver the goods in batches.　我们分批交付货物。
3320,wonder,P3,W21–W30,,ˈwʌndɚ,v. 想知道，好奇，琢磨；不知是否（用于提问或礼貌地提出请求）；感到疑惑，（对…）感到不安；感到惊讶，觉得惊奇；n. 惊讶，惊叹；奇观，奇迹；令人惊讶的事物，令人难以置信的事物；能人，奇才，有特效的东西；adj. 极好的，灵验的,I wonder if you can help me.　不知您是否能帮我的忙？
3321,hell,P3,W21–W30,,ˈhɛl,n. 地狱；苦难的经历；（有人认为含冒犯意）该死，见鬼；int. 见鬼（用于表示生气或恼怒）；v. 过放荡生活,Where the hell have you been?　你究竟去了哪里？
3322,lessons,P3,W21–W30,释义待核实，不进入核心练习,ˈlɛsənz,释义待核实，不计入核心练习,
3323,fruit,P3,W21–W30,,ˈfrut,n. 水果；（植物的）果实；成果，结果，后果；（自然的）产物，物产；<古>子孙，后代；<美，非正式>男同性恋者；v. （使）结果实；【名】 （Fruit）（英）弗鲁特，（法）弗吕（人名）,The fruit are small and round.　这种水果小而圆。
3324,begins,P3,W21–W30,释义待核实，不进入核心练习,bɪˈɡɪnz,释义待核实，不计入核心练习,
3325,qualified,P3,W21–W30,,ˈkwɑləˌfaɪd,adj. 具备……的学历（资历）的；（尤指做某项工作）有资格的，胜任的；（支持、赞同）有限度的，有保留的；v. 取得资格（或学历），合格；使具备资格，使合格；达标，取得参赛资格（qualify 的过去式和过去分词形式）,He qualified as a doctor last year.　他去年获得了医生的资格。
3326,reform,P3,W21–W30,,rəˈfɔrm,v. 改革，革新；改邪归正，改造；（石油炼制）重整；n. 改革，改良；adj. 犹太教改革（仅保留犹太教部分的传统信条和习俗）（Reform）,He has promised to reform.　他许诺要改过自新。
3327,lens,P3,W21–W30,,ˈlɛnz,n. 透镜，镜片；（相机的）镜头；（眼球的）晶状体；隐形眼镜；v. 给……摄影,Some adjustment of the lens may be necessary.　可能需要调整一下镜头。
3328,alerts,P3,W21–W30,释义待核实，不进入核心练习,əˈlɝts,释义待核实，不计入核心练习,
3329,treated,P3,W21–W30,释义待核实，不进入核心练习,ˈtritɪd,释义待核实，不计入核心练习,
3330,discovery,P3,W21–W30,,dɪˈskʌvɚi,n. 发现，被发现的事物；（法律）强制性透露,Police have made a macabre discovery.　警察有了个可怕的发现。
3331,draw,P3,W21–W30,,ˈdrɔ,v. 画，绘画；草拟，制定；吸引，使注意；引起（反应）；获得，得到；推断出；抽出，吸出；（从银行账户）取出；拉，拖；利用，动用；抽（烟），吸（气）；放（血），抽（血）；拔出，掏出；以平局结束；抽签，抓阄；（向特定方向）移动；使说出，使吐露；作（比较或对比）；（船）吃（水）；（帆）吃饱风；（滚木球）使（球）朝预定的目标作弧线运动；（茶）被泡开；n. 平局；抽彩，抽签；有吸引力的人（或事物）；吸烟；拔枪；（高尔夫）偏球；<非正式>大麻制品；【名】 （Draw）（英）德劳（人名）,They managed an honourable 2–2 draw.　他们奋力打成了2:2平局，值得敬佩。
3332,mysql,P3,W21–W30,释义待核实，不进入核心练习,,释义待核实，不计入核心练习,
3333,classified,P3,W21–W30,,ˈklæsəˌfaɪd,adj. 分类的，归类的；机密的，保密的；n. 分类广告；v. 把……分类，把……分级；把（信息）归入保密级别（classify 的过去式和过去分词形式）,Patients are classified into three categories.　病人被归为三种类型。
